Wall time,Step,Value
1762015717.7689083,1718,1.1208649084437639e-05
1762015849.314986,1732,9.795134246814996e-06
1762015867.9816937,1734,1.1821966836578213e-05
1762015896.0992882,1737,1.6058209439506754e-05
1762016308.7479768,1781,1.0503569683351088e-05
1762016728.9836311,1826,1.1928018466278445e-05
1762016896.5482578,1844,1.0654433935997076e-05
1762016980.9250271,1853,1.2223440535308328e-05
1762017103.3181865,1866,9.80063032329781e-06
1762017131.1384091,1869,1.0891000783885829e-05
1762017206.5997064,1877,1.2036228326905984e-05
1762017581.609542,1917,1.007851733447751e-05
1762017741.26749,1934,1.2717747267743107e-05
1762017834.4374895,1944,1.0323051355953794e-05
1762017862.228676,1947,9.785708243725821e-06
1762018049.2956507,1967,9.766616130946204e-06
1762018367.8432686,2001,1.1240565072512254e-05
1762018479.9940302,2013,8.993200026452541e-06
1762018695.29843,2036,9.809506991587114e-06
1762019041.5018492,2073,9.25589665712323e-06
1762019069.3996482,2076,9.462499292567372e-06
1762019078.9441783,2077,9.247937668988016e-06
1762019153.9094014,2085,9.593954928277526e-06
1762019191.4946399,2089,1.0414579264761414e-05
1762019256.7550192,2096,1.0904197552008554e-05
1762019752.6462379,2149,8.614409125584643e-06
1762019817.3529928,2156,9.758779015101027e-06
1762019901.8694232,2165,9.82178607955575e-06
1762020107.57888,2187,9.31253543967614e-06
1762020145.39435,2191,9.63156435318524e-06
1762020220.5734155,2199,9.569341273163445e-06
1762020295.1131947,2207,1.0327110430807807e-05
1762020332.7876618,2211,8.721152880752925e-06
1762020519.5863469,2231,9.277568096877076e-06
1762020566.1926868,2236,9.345584658149164e-06
1762020575.7559524,2237,9.740791028889362e-06
1762020622.660719,2242,9.863267223408911e-06
1762020763.4156365,2257,9.351380867883563e-06
1762020809.9377232,2262,1.108698415919207e-05
1762020987.4317026,2281,8.38938467495609e-06
1762021137.046848,2297,1.194749893329572e-05
1762021230.3507726,2307,9.8636201073532e-06
1762021343.042858,2319,9.684599717729725e-06
1762021584.6893342,2345,9.830557246459648e-06
1762021668.5120285,2354,9.62771719059674e-06
1762021997.1883197,2389,8.937184247770347e-06
1762022006.5560207,2390,9.099616363528185e-06
1762022024.935039,2392,1.0538178685237654e-05
1762022436.5873961,2436,1.007834271149477e-05
1762022511.66973,2444,9.937359209288843e-06
1762022595.907345,2453,1.0794676200021058e-05
1762022614.7726483,2455,8.282889211841393e-06
1762022661.3836536,2460,8.88161866896553e-06
1762022895.4579997,2485,9.558438250678591e-06
1762022905.032341,2486,9.794114703254309e-06
1762022998.4697878,2496,8.756154784350656e-06
1762023017.264283,2498,8.789785169938114e-06
1762023063.8003318,2503,9.279973710363265e-06
1762023194.8846085,2517,9.592661626811605e-06
1762023250.9626982,2523,8.129996786010452e-06
1762023335.1235814,2532,9.027753549162298e-06
1762023475.5101542,2547,8.130909918691032e-06
1762023531.2959151,2553,9.225042958860286e-06
1762024027.3889575,2606,8.210830856114626e-06
1762024767.1284978,2685,9.130576472671237e-06
1762024813.4729657,2690,9.535659046377987e-06
1762024934.8276691,2703,8.079554390860721e-06
1762025280.4043603,2740,9.212640179612208e-06
1762025411.3484476,2754,8.84729433892062e-06
1762025739.807117,2789,8.50370452099014e-06
1762026517.5321329,2872,8.169961802195758e-06
1762026742.2221646,2896,8.412805982516147e-06
1762026967.016819,2920,7.4721037890412845e-06
1762027405.4793608,2967,8.891162906365935e-06
1762027480.3536983,2975,8.546749995730352e-06
1762027816.550997,3011,8.20679542812286e-06
1762027995.009089,3030,7.362619726336561e-06
1762028070.3161123,3038,8.04933824838372e-06
1762028098.4328825,3041,1.0236560228804592e-05
1762028641.7125409,3099,7.604061011079466e-06
1762029166.1855447,3155,7.461538189090788e-06
1762029222.0764098,3161,7.518169695686083e-06
1762029371.9536166,3177,8.415323463850655e-06
1762029540.2540536,3195,8.25904862722382e-06
1762029549.5673308,3196,8.17447198642185e-06
1762029867.9967065,3230,7.287639618880348e-06
1762029961.1573634,3240,8.096527380985208e-06
1762029988.9288347,3243,8.227304533647839e-06
1762029998.170467,3244,9.454829523747321e-06
1762030016.9005866,3246,7.660474693693686e-06
1762030026.1421716,3247,8.863327821018174e-06
1762030260.3115356,3272,7.3747705755522475e-06
1762030569.356365,3305,8.035261089389678e-06
1762030943.4331865,3345,8.318203981616534e-06
1762031233.3682895,3376,8.487958439218346e-06
1762031486.5631366,3403,7.5806715358339716e-06
1762031533.728373,3408,8.486398655804805e-06
1762031739.7180989,3430,7.9849996836856e-06
1762031918.0897458,3449,7.148500571929617e-06
1762032059.3335714,3464,9.598105862096418e-06
1762032209.1510975,3480,7.860786354285665e-06
1762032479.8736022,3509,7.946159712446388e-06
1762032507.905739,3512,6.995998774073087e-06
1762032741.7395375,3537,7.705304597038776e-06
1762033331.6922328,3600,7.4841714194917586e-06
1762033500.2075992,3618,6.9165216700639576e-06
1762033518.9919121,3620,7.322546025534393e-06
1762033537.7638392,3622,8.431525202468038e-06
1762033594.1623223,3628,7.269852176250424e-06
1762033854.479539,3656,8.141884791257326e-06
1762033984.974481,3670,7.668685611861292e-06
1762034508.5294733,3726,8.821375558909494e-06
1762034545.9846718,3730,7.896856004663277e-06
1762034648.7480946,3741,8.107271241897251e-06
1762035134.5792336,3793,7.661689778615255e-06
1762035330.2187784,3814,8.287758646474686e-06
1762035377.2287855,3819,7.597899639222305e-06
1762035396.1876028,3821,7.706699761911295e-06
1762035488.9194884,3831,7.320232271013083e-06
1762035798.1840847,3864,9.068141480383929e-06
1762035910.2295055,3876,7.345348421949893e-06
1762036395.4121656,3928,7.47392778066569e-06
1762036497.8734684,3939,8.317487299791537e-06
1762036657.5494041,3956,7.312104116863338e-06
1762036919.5799196,3984,7.78867251938209e-06
1762037274.7466779,4022,7.727239790256135e-06
1762037376.9823499,4033,7.3963351496786345e-06
1762037405.2825658,4036,6.94189020578051e-06
1762037938.6389222,4093,8.04512728791451e-06
1762037985.4585323,4098,6.692747774650343e-06
1762038088.9551916,4109,7.404107236652635e-06
1762038770.5452232,4182,7.778169674566016e-06
1762038873.391571,4193,7.221616215247195e-06
1762038882.5462253,4194,7.263781753863441e-06
1762038901.667738,4196,7.5861030381929595e-06
1762038948.8155854,4201,8.404583240917418e-06
1762038958.6651978,4202,7.482399723812705e-06
1762039191.922059,4227,7.906955943326466e-06
1762039238.482521,4232,6.8230656324885786e-06
1762039266.5565803,4235,8.077641723502893e-06
1762039340.8854234,4243,7.032890607661102e-06
1762039527.4425118,4263,7.245752385642845e-06
1762039555.3559012,4266,7.193227702373406e-06
1762039704.4575992,4282,6.637139449594542e-06
1762039911.0140698,4304,7.4318504630355164e-06
1762040032.924026,4317,6.4480441324121784e-06
1762040051.8929868,4319,6.513905191241065e-06
1762040520.2428591,4369,7.182202352851164e-06
1762040745.601745,4393,7.967144483700395e-06
1762040810.7694688,4400,7.287786047527334e-06
1762040867.5113165,4406,6.925440175109543e-06
1762041092.4881492,4430,6.905966984049883e-06
1762041120.7253385,4433,7.328630999836605e-06
1762041674.0004613,4492,6.920713531144429e-06
1762041833.1249502,4509,7.120730970200384e-06
1762042029.9393363,4530,8.210351552406792e-06
1762042058.018161,4533,7.883916623541154e-06
1762042479.206469,4578,7.733025995548815e-06
1762042506.8300862,4581,6.998008757364005e-06
1762042656.5930018,4597,6.414590643544216e-06
1762042947.661481,4628,7.227291916933609e-06
1762043210.8207061,4656,6.891503744554939e-06
1762043285.9415944,4664,7.590799214085564e-06
1762043323.2477188,4668,6.920286523381947e-06
1762043398.4044836,4676,7.390149676211877e-06
1762043745.6970422,4713,7.742483830952551e-06
1762043792.7698872,4718,7.037896921247011e-06
1762044092.2688706,4750,6.437634510803036e-06
1762044167.4879541,4758,6.236022727534873e-06
1762044252.057277,4767,6.6910342866322026e-06
1762044449.8383076,4788,7.02306078892434e-06
1762044562.159658,4800,6.944457709323615e-06
1762044581.0013385,4802,7.043294772302033e-06
1762044936.6830728,4840,7.3631713348731864e-06
1762045049.6195972,4852,6.700470748910448e-06
1762045228.0688505,4871,7.568085948150838e-06
1762045443.3788426,4894,6.895339993207017e-06
1762046082.251299,4962,6.473356734204572e-06
1762046166.4747581,4971,7.126896889531054e-06
1762046194.621823,4974,6.757602022844367e-06
1762046909.0154986,5050,7.089604423526907e-06
1762046927.8143277,5052,6.8113263296254445e-06
1762046937.0069265,5053,6.9299317146942485e-06
1762047433.5410416,5106,6.67568428980303e-06
1762047621.2460392,5126,6.588453288713936e-06
1762047695.7763681,5134,7.134972747735446e-06
1762048144.0404558,5182,6.98370422469452e-06
1762048312.3014352,5200,6.401078735507326e-06
1762048387.4653547,5208,5.899821644561598e-06
1762048677.0978909,5239,7.148151780711487e-06
1762049146.6904464,5289,6.860817848064471e-06
1762049521.7408123,5329,6.3938277889974415e-06
1762049671.6160069,5345,6.586647032236215e-06
1762049802.9985323,5359,8.202157005143818e-06
1762049999.986574,5380,6.812128049205057e-06
1762050374.880356,5420,6.242902600206435e-06
1762050580.6272142,5442,7.65698314353358e-06
1762050626.8954785,5447,7.2814546001609415e-06
1762051077.5689104,5495,7.4196777859469876e-06
1762051264.606983,5515,6.329640655167168e-06
1762051283.45439,5517,6.63344462736859e-06
1762051583.3386474,5549,6.5160502344951965e-06
1762051808.0042915,5573,6.7836695052392315e-06
1762051940.0721102,5587,6.329759344225749e-06
1762052342.8086612,5630,6.889126780151855e-06
1762052605.408388,5658,6.9532188717857935e-06
1762052624.1162362,5660,6.21147955826018e-06
1762052661.528534,5664,7.112055754987523e-06
1762052802.1982174,5679,7.119770089047961e-06
1762053186.9643016,5720,6.223776381375501e-06
1762053214.8754246,5723,6.428611413866747e-06
1762053711.9606225,5776,7.086314326443244e-06
1762054002.7696323,5807,6.363487045746297e-06
1762054012.4895482,5808,6.497578397102188e-06
1762054171.1961467,5825,7.562533028249163e-06
1762054199.4635956,5828,6.804816166550154e-06
1762054518.3907824,5862,6.6762631831807084e-06
1762054537.0176134,5864,5.569745098910062e-06
1762054602.6526172,5871,6.160541488497984e-06
1762054938.908527,5907,6.3133411458693445e-06
1762055135.6563313,5928,5.779933417215943e-06
1762055360.5385685,5952,6.283670245466055e-06
1762055407.6589453,5957,6.69612700221478e-06
1762055464.0559063,5963,6.958544872759376e-06
1762055716.46201,5990,6.759746611351147e-06
1762055903.6533282,6010,5.995116225676611e-06
1762055950.4333134,6015,5.883039193577133e-06
1762056090.3718703,6030,6.424994808185147e-06
1762056136.901168,6035,6.145872703200439e-06
1762056540.1484246,6078,6.157298230391461e-06
1762056775.5489533,6103,5.738527761423029e-06
1762056794.113724,6105,7.020787506917259e-06
1762056944.310104,6121,5.82621350986301e-06
1762057037.8616278,6131,6.277303327806294e-06
1762057505.819162,6181,6.692246188322315e-06
1762057684.675018,6200,6.834892246843083e-06
1762057806.4864535,6213,5.813222287542885e-06
1762057862.7812006,6219,6.881653007440036e-06
1762057984.703372,6232,6.733725513186073e-06
1762058519.2754152,6289,6.336786100291647e-06
1762058734.6164966,6312,5.442346264317166e-06
1762058781.4122033,6317,6.4840960476431064e-06
1762059006.3721097,6341,6.463847967097536e-06
1762059108.803389,6352,7.0160863288037945e-06
1762059212.098164,6363,6.770012078050058e-06
1762059333.8147538,6376,5.689712452294771e-06
1762059558.634644,6400,6.5583822106418665e-06
1762060449.6745646,6495,6.031901648384519e-06
1762060459.1275928,6496,5.71082682654378e-06
1762060496.8245008,6500,6.899056188558461e-06
1762060683.6393394,6520,6.043496796337422e-06
1762060693.2695508,6521,6.235366981854895e-06
1762060777.1589885,6530,6.06453340878943e-06
1762061187.4548213,6574,6.385530468833167e-06
1762061253.105412,6581,6.144349299574969e-06
1762061281.15377,6584,5.8775781326403376e-06
1762061458.4183612,6603,6.1262608141987585e-06
1762061964.3435843,6657,6.058122835383983e-06
1762062049.1252003,6666,5.732382305723149e-06
1762062067.6205087,6668,5.2693749239551835e-06
1762062104.9583302,6672,6.497082722489722e-06
1762062161.3734205,6678,6.4974415181495715e-06
1762062189.2471416,6681,6.86182784193079e-06
1762062254.7854486,6688,6.02800355409272e-06
1762062329.0053685,6696,6.084426331653958e-06
1762062356.6398456,6699,6.236369245016249e-06
1762062468.7640815,6711,5.468990366352955e-06
1762062721.521409,6738,7.622007160534849e-06
1762062759.2406802,6742,5.775467798230238e-06
1762062862.480907,6753,6.701833626721054e-06
1762063603.7669148,6832,5.7707006817508955e-06
1762063735.1017492,6846,6.295167622738518e-06
1762063809.5870996,6854,5.884833626623731e-06
1762063941.2847896,6868,5.379221875045914e-06
1762063950.6030335,6869,5.4437023209175095e-06
1762064559.1936612,6934,5.913082986808149e-06
1762064830.2565033,6963,6.0008460422977805e-06
1762064858.0163813,6966,5.8811592680285685e-06
1762065102.0344937,6992,6.530371592816664e-06
1762065308.1226602,7014,6.555569143529283e-06
1762065542.7788413,7039,6.470892913057469e-06
1762066030.424817,7091,5.459226031234721e-06
1762066170.998276,7106,5.685024461854482e-06
1762066246.1775882,7114,6.612284778384492e-06
1762066255.3437014,7115,5.540561687666923e-06
1762066459.261765,7137,5.898674771742662e-06
1762066627.690167,7155,6.839698471594602e-06
1762067001.248648,7195,5.842056907567894e-06
1762067198.1276727,7216,5.9843764574907254e-06
1762067487.9331434,7247,5.982979018881451e-06
1762067984.3212025,7300,6.101814051362453e-06
1762068087.048043,7311,5.9188091654505115e-06
1762068256.2080352,7329,5.783432243333664e-06
1762068349.577854,7339,6.430053417716408e-06
1762068358.9614651,7340,5.536730895983055e-06
1762068537.0629616,7359,5.216616045800038e-06
1762068752.3418393,7382,5.982620677968953e-06
1762068930.1835532,7401,6.07230003879522e-06
1762069293.6445818,7440,5.6835169743862934e-06
1762069321.4006398,7443,7.314581125683617e-06
1762069387.2413895,7450,5.756274276791373e-06
1762069480.933206,7460,5.92030119150877e-06
1762069508.886753,7463,5.283019163471181e-06
1762069555.8986995,7468,6.667127308901399e-06
1762069650.110293,7478,5.884342499484774e-06
1762069958.764486,7511,5.808044079458341e-06
1762070137.1961963,7530,5.895792128285393e-06
1762070876.4532788,7609,5.140634129929822e-06
1762071205.0048425,7644,5.965032869426068e-06
1762071363.9551015,7661,5.983241408102913e-06
1762071504.773361,7676,6.354169272526633e-06
1762071607.2777424,7687,5.291208708513295e-06
1762071663.9373524,7693,5.744752343161963e-06
1762071898.1481316,7718,5.367193807614967e-06
1762071944.4011602,7723,6.846823453088291e-06
1762071991.077761,7728,6.011855020915391e-06
1762072159.4404154,7746,5.6189833230746444e-06
1762072262.1936524,7757,7.194135832833126e-06
1762072290.5850697,7760,6.4176833802775946e-06
1762072478.3248842,7780,5.87918520977837e-06
1762072553.948632,7788,5.734995284001343e-06
1762072647.8684583,7798,5.6340190894843545e-06
1762072975.4968436,7833,6.0007059801137075e-06
1762073022.4404051,7838,5.590905402641511e-06
1762073593.9130838,7899,5.8348255151940975e-06
1762073603.4781659,7900,5.748286184825702e-06
1762073901.3460157,7932,5.576985131483525e-06
1762074379.4016676,7983,5.779666935268324e-06
1762074454.5231616,7991,5.674975454894593e-06
1762074781.7237265,8026,5.657894234900596e-06
1762074884.1206343,8037,5.539384346775478e-06
1762074996.6178682,8049,5.49235983271501e-06
1762075156.0855346,8066,5.66121570955147e-06
1762075718.9945214,8126,5.163114110473543e-06
1762075944.3860652,8150,5.913106633670395e-06
1762076226.1689768,8180,5.572690497501753e-06
1762076263.565266,8184,5.954913831374142e-06
1762076394.7379696,8198,5.853084985574242e-06
1762076554.8229103,8215,6.311784090939909e-06
1762076610.4741983,8221,5.211503321334021e-06
1762077003.9009614,8263,5.447742296382785e-06
1762077153.0414228,8279,5.98429141973611e-06
1762077255.7250538,8290,6.057938662706874e-06
1762077340.0830917,8299,5.6238172874145675e-06
1762077415.0356586,8307,5.427706128102727e-06
1762077601.8287477,8327,6.452668458223343e-06
1762077648.3775842,8332,5.5283026085817255e-06
1762077666.9012108,8334,5.1153583626728505e-06
1762077722.9670718,8340,5.670584869221784e-06
1762077910.3991241,8360,4.853464815823827e-06
1762077938.3768487,8363,5.56347049496253e-06
1762077985.177075,8368,5.612960649159504e-06
1762078069.9146554,8377,5.457269253383856e-06
1762078912.3319216,8467,6.187026428960962e-06
1762078921.6577482,8468,5.020220669393893e-06
1762078940.212173,8470,6.070656581869116e-06
1762079201.573148,8498,6.060203304514289e-06
1762079248.639095,8503,5.8327268561697565e-06
1762079295.0967863,8508,5.684465122612892e-06
1762079435.547631,8523,5.5252062338695396e-06
1762079836.4083388,8566,5.501473424374126e-06
1762079902.5099947,8573,5.755521215178305e-06
1762080080.216395,8592,6.075996225263225e-06
1762080164.9711695,8601,7.494601959479041e-06
1762080474.6176894,8634,5.999322638672311e-06
1762080484.1372235,8635,5.311777840688592e-06
1762080568.0885017,8644,5.086345481686294e-06
1762080924.0643268,8682,5.4147758419276215e-06
1762080999.296484,8690,5.075615717942128e-06
1762081046.2025583,8695,5.571233032242162e-06
1762081345.1071699,8727,5.0448888941900805e-06
1762081783.9668236,8774,5.2266982493165415e-06
1762081821.850939,8778,5.632894499285612e-06
1762082036.8004649,8801,5.4215447562455665e-06
1762082204.4451468,8819,5.065833647677209e-06
1762082232.5349727,8822,6.050448519090423e-06
1762082429.5560946,8843,4.865430128120352e-06
1762082533.1526754,8854,4.841256668441929e-06
1762082757.9100347,8878,5.34899436388514e-06
1762082823.0539343,8885,5.610745120065985e-06
1762082982.2337055,8902,6.278395176195772e-06
1762083001.0312862,8904,5.999618679197738e-06
1762083029.163313,8907,5.031432010582648e-06
1762083226.5897214,8928,5.125370080349967e-06
1762083245.2127721,8930,6.40836515231058e-06
1762083291.857713,8935,5.062014679424465e-06
1762083394.5105226,8946,6.065358775231289e-06
1762083506.9293737,8958,4.747479579236824e-06
1762083665.944232,8975,5.879177024326054e-06
1762083834.7652338,8993,5.234617219684878e-06
1762083891.0985026,8999,5.8116706895816606e-06
1762083984.4392152,9009,5.306618277245434e-06
1762084162.5667489,9028,5.336166395863984e-06
1762084416.7704554,9055,5.3600551837007515e-06
1762084491.9888425,9063,8.102594620140735e-06
1762084689.5329764,9084,5.148861873749411e-06
1762084885.9246843,9105,4.969384917785646e-06
1762085354.6621025,9155,5.9158537624171e-06
1762085420.506451,9162,5.687921202479629e-06
1762085927.7542975,9216,5.699184384866385e-06
1762086022.09499,9226,5.470553332997952e-06
1762086087.5957363,9233,5.293364210956497e-06
1762086340.1635902,9260,5.2400118875084445e-06
1762086536.263621,9281,5.3685507737100124e-06
1762086630.1832078,9291,5.138457709108479e-06
1762086780.1416988,9307,4.98731060361024e-06
1762086864.3089538,9316,5.54601865587756e-06
1762087164.36949,9348,5.158376552572008e-06
1762087360.146491,9369,5.375684395403368e-06
1762087761.6141756,9412,5.02930924994871e-06
1762087789.694599,9415,4.766984602611046e-06
1762087975.5068493,9435,5.696212156180991e-06
1762088041.4125705,9442,5.26395069755381e-06
1762088284.6477787,9468,5.955705091764685e-06
1762088939.4984853,9538,5.219916602072772e-06
1762089024.395363,9547,5.498253358382499e-06
1762089090.2762012,9554,5.2826044338871725e-06
1762089212.0377567,9567,5.476121714309556e-06
1762089418.2416418,9589,5.610818334389478e-06
1762089521.5324564,9600,5.3327271416492295e-06
1762089624.1036918,9611,5.680290087184403e-06
1762089774.282522,9627,5.292291916703107e-06
1762089999.5464613,9651,5.484009307110682e-06
1762090055.8619106,9657,5.01628437632462e-06
1762090271.2349873,9680,5.297004463500343e-06
1762090439.9030983,9698,5.09436677020858e-06
1762091009.84226,9759,5.5875129874038976e-06
1762091094.2048008,9768,5.562706519413041e-06
1762091506.2524989,9812,5.538256573345279e-06
1762091769.427844,9840,5.415929990704171e-06
1762091797.3506696,9843,5.509914899448631e-06
1762092172.092554,9883,5.210518338572001e-06
1762092397.001128,9907,5.063101525593083e-06
1762093006.2001755,9972,5.044313638791209e-06
1762093737.8307412,10050,5.253504696156597e-06
1762093784.67467,10055,5.017685452912701e-06
1762093812.952959,10058,5.562817477766657e-06
1762093944.0630546,10072,5.201274689170532e-06
1762094055.99687,10084,5.422653430287028e-06
1762094271.1549864,10107,6.018794465489918e-06
1762094326.9273245,10113,5.159433840162819e-06
1762094467.4470694,10128,6.397553534043254e-06
1762094523.5518224,10134,4.6513823690474965e-06
1762094616.1751754,10144,5.178715582587756e-06
1762094839.2209752,10168,5.643969416269101e-06
1762094996.9095554,10185,5.22148047821247e-06
1762095201.8817995,10207,7.998391993169207e-06
1762095556.2660017,10245,4.962734237778932e-06
1762095659.9848537,10256,4.94887763125007e-06
1762095848.507617,10276,5.5413802328985184e-06
1762095914.4219909,10283,5.18095430379617e-06
1762095960.7885094,10288,5.157891337148612e-06
1762096691.5164666,10366,5.047834292781772e-06
1762096972.2979784,10396,5.761609372711973e-06
1762097000.5225725,10399,6.340337222354719e-06
1762097140.2470236,10414,5.348113973013824e-06
1762097195.9102077,10420,5.5235605032066815e-06
1762097242.8787982,10425,5.186928319744766e-06
1762097514.4529397,10454,6.082808340579504e-06
1762097645.8110158,10468,5.548571607505437e-06
1762097748.0226018,10479,5.508788035513135e-06
1762097841.1874568,10489,5.598919415206183e-06
1762097878.6037986,10493,5.2113896344962995e-06
1762097887.8756735,10494,5.0061294132319745e-06
1762098150.2809844,10522,5.5454934226872865e-06
1762098234.802889,10531,5.054206667409744e-06
1762098450.467219,10554,4.869002168561565e-06
1762098459.5489593,10555,4.681214250012999e-06
1762098572.139112,10567,5.512144070962677e-06
1762098862.1715343,10598,5.713039627153194e-06
1762098946.5386326,10607,4.912982149107847e-06
1762099105.4263682,10624,5.659541329805506e-06
1762099151.83631,10629,5.689429599442519e-06
1762099236.0721188,10638,5.819997568323743e-06
1762099310.724766,10646,6.0908337218279485e-06
1762099385.739644,10654,5.269348093861481e-06
1762099544.6591454,10671,5.501943178387592e-06
1762099825.1719449,10701,4.839782832277706e-06
1762099917.6264744,10711,5.071842679171823e-06
1762100263.8174453,10748,4.779939899890451e-06
1762100348.461119,10757,5.829607744090026e-06
1762100358.0058703,10758,4.860794433625415e-06
1762100564.7579513,10780,5.09338178744656e-06
1762100630.6067886,10787,4.659427304432029e-06
1762100892.5323868,10815,5.092176706966711e-06
1762100985.7850294,10825,5.0589151214808226e-06
1762101033.0430906,10830,4.857396561419591e-06
1762101136.1297166,10841,5.698310360457981e-06
1762101220.694169,10850,5.334961315384135e-06
1762101351.4091067,10864,6.105277407186804e-06
1762101708.3529105,10902,4.964271738572279e-06
1762101736.6904378,10905,4.788827936863527e-06
1762102054.758928,10939,5.173317276785383e-06
1762102091.8725414,10943,5.345019872038392e-06
1762102308.2203894,10966,5.773882094217697e-06
1762102364.1995623,10972,5.159389274922432e-06
1762102382.9746602,10974,5.817335022584302e-06
1762102700.7568676,11008,5.101350325276144e-06
1762102756.8837662,11014,4.901931788481306e-06
1762102812.7529027,11020,4.962644197803456e-06
1762102831.1128242,11022,6.016838142386405e-06
1762102934.323208,11033,5.919054274272639e-06
1762102981.2380135,11038,5.249550213193288e-06
1762103111.7511015,11052,5.611266715277452e-06
1762103196.9248316,11061,5.104361207486363e-06
1762103347.4718306,11077,5.453503945318516e-06
1762103582.180041,11102,4.868792075285455e-06
1762103760.9911196,11121,5.4947222452028655e-06
1762103846.0864232,11130,5.400072041084059e-06
1762104015.4269726,11148,4.651282779377652e-06
1762104268.806851,11175,5.3556168495561e-06
1762104483.943233,11198,5.693966159014963e-06
1762104502.9952314,11200,4.838157110498287e-06
1762104512.3229723,11201,5.186509497434599e-06
1762105067.4483087,11260,5.079937636764953e-06
1762105095.3861632,11263,5.215454166318523e-06
